el	rotpposn	Z	mod_xshift	mod_yshift
51.206896551724135	-304.1379310344828	38.793103448275865	-2.51	0.268
53.62068965517241	-304.1379310344828	36.37931034482759	-2.434	-0.056
56.03448275862069	-304.1379310344828	33.96551724137931	-2.355	-0.375
58.44827586206897	-304.1379310344828	31.551724137931032	-2.273	-0.687
60.86206896551724	-304.1379310344828	29.13793103448276	-2.188	-0.994
63.275862068965516	-304.1379310344828	26.724137931034484	-2.1	-1.293
65.6896551724138	-304.1379310344828	24.310344827586206	-2.01	-1.585
68.10344827586206	-304.1379310344828	21.896551724137936	-1.918	-1.869
70.51724137931035	-304.1379310344828	19.48275862068965	-1.823	-2.144
72.93103448275862	-304.1379310344828	17.06896551724138	-1.727	-2.411
75.34482758620689	-304.1379310344828	14.65517241379311	-1.628	-2.668
77.75862068965517	-304.1379310344828	12.241379310344826	-1.528	-2.915
80.17241379310344	-304.1379310344828	9.827586206896555	-1.426	-3.152
82.58620689655172	-304.1379310344828	7.413793103448285	-1.323	-3.378
85.0	-304.1379310344828	5.0	-1.219	-3.592
15.0	-290.1724137931035	75.0	-3.46	5.343
17.413793103448285	-290.1724137931035	72.58620689655172	-3.44	5.011
19.827586206896555	-290.1724137931035	70.17241379310344	-3.415	4.676
22.241379310344826	-290.1724137931035	67.75862068965517	-3.386	4.338
24.65517241379311	-290.1724137931035	65.34482758620689	-3.351	3.998
27.06896551724138	-290.1724137931035	62.93103448275862	-3.312	3.655
29.48275862068965	-290.1724137931035	60.51724137931035	-3.268	3.312
31.89655172413793	-290.1724137931035	58.10344827586207	-3.22	2.967
34.310344827586206	-290.1724137931035	55.689655172413794	-3.167	2.623
36.724137931034484	-290.1724137931035	53.275862068965516	-3.109	2.279
39.13793103448276	-290.1724137931035	50.86206896551724	-3.048	1.936
41.55172413793103	-290.1724137931035	48.44827586206897	-2.982	1.595
43.96551724137931	-290.1724137931035	46.03448275862069	-2.912	1.256
46.37931034482759	-290.1724137931035	43.62068965517241	-2.838	0.92
48.79310344827586	-290.1724137931035	41.20689655172414	-2.76	0.588
51.206896551724135	-290.1724137931035	38.793103448275865	-2.679	0.259
53.62068965517241	-290.1724137931035	36.37931034482759	-2.594	-0.064
56.03448275862069	-290.1724137931035	33.96551724137931	-2.505	-0.382
58.44827586206897	-290.1724137931035	31.551724137931032	-2.414	-0.694
60.86206896551724	-290.1724137931035	29.13793103448276	-2.319	-1.0
63.275862068965516	-290.1724137931035	26.724137931034484	-2.221	-1.299
65.6896551724138	-290.1724137931035	24.310344827586206	-2.121	-1.591
68.10344827586206	-290.1724137931035	21.896551724137936	-2.018	-1.874
70.51724137931035	-290.1724137931035	19.48275862068965	-1.913	-2.149
72.93103448275862	-290.1724137931035	17.06896551724138	-1.805	-2.415
75.34482758620689	-290.1724137931035	14.65517241379311	-1.696	-2.671
77.75862068965517	-290.1724137931035	12.241379310344826	-1.585	-2.918
80.17241379310344	-290.1724137931035	9.827586206896555	-1.472	-3.154
82.58620689655172	-290.1724137931035	7.413793103448285	-1.358	-3.379
85.0	-290.1724137931035	5.0	-1.242	-3.593
15.0	-276.2068965517241	75.0	-3.56	5.081
17.413793103448285	-276.2068965517241	72.58620689655172	-3.539	4.753
19.827586206896555	-276.2068965517241	70.17241379310344	-3.513	4.421
22.241379310344826	-276.2068965517241	67.75862068965517	-3.482	4.087
24.65517241379311	-276.2068965517241	65.34482758620689	-3.446	3.751
27.06896551724138	-276.2068965517241	62.93103448275862	-3.405	3.414
29.48275862068965	-276.2068965517241	60.51724137931035	-3.359	3.075
31.89655172413793	-276.2068965517241	58.10344827586207	-3.308	2.737
34.310344827586206	-276.2068965517241	55.689655172413794	-3.253	2.398
36.724137931034484	-276.2068965517241	53.275862068965516	-3.193	2.061
39.13793103448276	-276.2068965517241	50.86206896551724	-3.128	1.725
41.55172413793103	-276.2068965517241	48.44827586206897	-3.06	1.391
43.96551724137931	-276.2068965517241	46.03448275862069	-2.987	1.06
46.37931034482759	-276.2068965517241	43.62068965517241	-2.91	0.733
48.79310344827586	-276.2068965517241	41.20689655172414	-2.829	0.409
51.206896551724135	-276.2068965517241	38.793103448275865	-2.744	0.089
53.62068965517241	-276.2068965517241	36.37931034482759	-2.655	-0.225
56.03448275862069	-276.2068965517241	33.96551724137931	-2.563	-0.534
58.44827586206897	-276.2068965517241	31.551724137931032	-2.468	-0.836
60.86206896551724	-276.2068965517241	29.13793103448276	-2.37	-1.132
63.275862068965516	-276.2068965517241	26.724137931034484	-2.268	-1.421
65.6896551724138	-276.2068965517241	24.310344827586206	-2.164	-1.702
68.10344827586206	-276.2068965517241	21.896551724137936	-2.057	-1.975
70.51724137931035	-276.2068965517241	19.48275862068965	-1.948	-2.239
72.93103448275862	-276.2068965517241	17.06896551724138	-1.836	-2.494
75.34482758620689	-276.2068965517241	14.65517241379311	-1.722	-2.74
77.75862068965517	-276.2068965517241	12.241379310344826	-1.607	-2.975
80.17241379310344	-276.2068965517241	9.827586206896555	-1.49	-3.2
82.58620689655172	-276.2068965517241	7.413793103448285	-1.371	-3.414
85.0	-276.2068965517241	5.0	-1.251	-3.617
15.0	-262.2413793103448	75.0	-3.495	4.585
17.413793103448285	-262.2413793103448	72.58620689655172	-3.475	4.263
19.827586206896555	-262.2413793103448	70.17241379310344	-3.45	3.939
22.241379310344826	-262.2413793103448	67.75862068965517	-3.42	3.612
24.65517241379311	-262.2413793103448	65.34482758620689	-3.384	3.285
27.06896551724138	-262.2413793103448	62.93103448275862	-3.345	2.957
29.48275862068965	-262.2413793103448	60.51724137931035	-3.3	2.629
31.89655172413793	-262.2413793103448	58.10344827586207	-3.251	2.301
34.310344827586206	-262.2413793103448	55.689655172413794	-3.197	1.975
36.724137931034484	-262.2413793103448	53.275862068965516	-3.139	1.65
39.13793103448276	-262.2413793103448	50.86206896551724	-3.076	1.327
41.55172413793103	-262.2413793103448	48.44827586206897	-3.009	1.007
43.96551724137931	-262.2413793103448	46.03448275862069	-2.938	0.691
46.37931034482759	-262.2413793103448	43.62068965517241	-2.863	0.379
48.79310344827586	-262.2413793103448	41.20689655172414	-2.784	0.071
51.206896551724135	-262.2413793103448	38.793103448275865	-2.702	-0.232
53.62068965517241	-262.2413793103448	36.37931034482759	-2.616	-0.529
56.03448275862069	-262.2413793103448	33.96551724137931	-2.526	-0.82
58.44827586206897	-262.2413793103448	31.551724137931032	-2.433	-1.105
60.86206896551724	-262.2413793103448	29.13793103448276	-2.337	-1.382
63.275862068965516	-262.2413793103448	26.724137931034484	-2.238	-1.652
65.6896551724138	-262.2413793103448	24.310344827586206	-2.136	-1.913
68.10344827586206	-262.2413793103448	21.896551724137936	-2.032	-2.167
70.51724137931035	-262.2413793103448	19.48275862068965	-1.925	-2.41
72.93103448275862	-262.2413793103448	17.06896551724138	-1.816	-2.645
75.34482758620689	-262.2413793103448	14.65517241379311	-1.705	-2.87
77.75862068965517	-262.2413793103448	12.241379310344826	-1.593	-3.084
80.17241379310344	-262.2413793103448	9.827586206896555	-1.478	-3.288
82.58620689655172	-262.2413793103448	7.413793103448285	-1.362	-3.48
85.0	-262.2413793103448	5.0	-1.245	-3.662
15.0	-248.27586206896552	75.0	-3.269	3.885
17.413793103448285	-248.27586206896552	72.58620689655172	-3.251	3.571
19.827586206896555	-248.27586206896552	70.17241379310344	-3.229	3.257
22.241379310344826	-248.27586206896552	67.75862068965517	-3.202	2.942
24.65517241379311	-248.27586206896552	65.34482758620689	-3.171	2.626
27.06896551724138	-248.27586206896552	62.93103448275862	-3.136	2.312
29.48275862068965	-248.27586206896552	60.51724137931035	-3.096	1.998
31.89655172413793	-248.27586206896552	58.10344827586207	-3.052	1.686
34.310344827586206	-248.27586206896552	55.689655172413794	-3.003	1.376
36.724137931034484	-248.27586206896552	53.275862068965516	-2.951	1.069
39.13793103448276	-248.27586206896552	50.86206896551724	-2.894	0.765
41.55172413793103	-248.27586206896552	48.44827586206897	-2.834	0.465
43.96551724137931	-248.27586206896552	46.03448275862069	-2.769	0.17
46.37931034482759	-248.27586206896552	43.62068965517241	-2.701	-0.121
48.79310344827586	-248.27586206896552	41.20689655172414	-2.63	-0.407
51.206896551724135	-248.27586206896552	38.793103448275865	-2.555	-0.686
53.62068965517241	-248.27586206896552	36.37931034482759	-2.476	-0.959
56.03448275862069	-248.27586206896552	33.96551724137931	-2.395	-1.225
58.44827586206897	-248.27586206896552	31.551724137931032	-2.31	-1.484
60.86206896551724	-248.27586206896552	29.13793103448276	-2.223	-1.735
63.275862068965516	-248.27586206896552	26.724137931034484	-2.132	-1.978
65.6896551724138	-248.27586206896552	24.310344827586206	-2.04	-2.212
68.10344827586206	-248.27586206896552	21.896551724137936	-1.944	-2.437
70.51724137931035	-248.27586206896552	19.48275862068965	-1.847	-2.652
72.93103448275862	-248.27586206896552	17.06896551724138	-1.747	-2.858
75.34482758620689	-248.27586206896552	14.65517241379311	-1.646	-3.053
77.75862068965517	-248.27586206896552	12.241379310344826	-1.543	-3.238
80.17241379310344	-248.27586206896552	9.827586206896555	-1.438	-3.411
82.58620689655172	-248.27586206896552	7.413793103448285	-1.332	-3.574
85.0	-248.27586206896552	5.0	-1.225	-3.725
15.0	-234.31034482758622	75.0	-2.894	3.022
17.413793103448285	-234.31034482758622	72.58620689655172	-2.881	2.719
19.827586206896555	-234.31034482758622	70.17241379310344	-2.864	2.416
22.241379310344826	-234.31034482758622	67.75862068965517	-2.843	2.115
24.65517241379311	-234.31034482758622	65.34482758620689	-2.819	1.814
27.06896551724138	-234.31034482758622	62.93103448275862	-2.79	1.516
29.48275862068965	-234.31034482758622	60.51724137931035	-2.758	1.22
31.89655172413793	-234.31034482758622	58.10344827586207	-2.722	0.927
34.310344827586206	-234.31034482758622	55.689655172413794	-2.683	0.638
36.724137931034484	-234.31034482758622	53.275862068965516	-2.64	0.353
39.13793103448276	-234.31034482758622	50.86206896551724	-2.593	0.072
41.55172413793103	-234.31034482758622	48.44827586206897	-2.543	-0.203
43.96551724137931	-234.31034482758622	46.03448275862069	-2.49	-0.473
46.37931034482759	-234.31034482758622	43.62068965517241	-2.434	-0.738
48.79310344827586	-234.31034482758622	41.20689655172414	-2.374	-0.995
51.206896551724135	-234.31034482758622	38.793103448275865	-2.312	-1.246
53.62068965517241	-234.31034482758622	36.37931034482759	-2.246	-1.489
56.03448275862069	-234.31034482758622	33.96551724137931	-2.178	-1.724
58.44827586206897	-234.31034482758622	31.551724137931032	-2.107	-1.951
60.86206896551724	-234.31034482758622	29.13793103448276	-2.034	-2.17
63.275862068965516	-234.31034482758622	26.724137931034484	-1.958	-2.38
65.6896551724138	-234.31034482758622	24.310344827586206	-1.88	-2.58
68.10344827586206	-234.31034482758622	21.896551724137936	-1.8	-2.77
70.51724137931035	-234.31034482758622	19.48275862068965	-1.718	-2.95
72.93103448275862	-234.31034482758622	17.06896551724138	-1.634	-3.12
75.34482758620689	-234.31034482758622	14.65517241379311	-1.548	-3.279
77.75862068965517	-234.31034482758622	12.241379310344826	-1.461	-3.427
80.17241379310344	-234.31034482758622	9.827586206896555	-1.372	-3.564
82.58620689655172	-234.31034482758622	7.413793103448285	-1.282	-3.689
85.0	-234.31034482758622	5.0	-1.191	-3.803
15.0	-220.34482758620692	75.0	-2.393	2.047
17.413793103448285	-220.34482758620692	72.58620689655172	-2.387	1.756
19.827586206896555	-220.34482758620692	70.17241379310344	-2.377	1.467
22.241379310344826	-220.34482758620692	67.75862068965517	-2.364	1.181
24.65517241379311	-220.34482758620692	65.34482758620689	-2.348	0.897
27.06896551724138	-220.34482758620692	62.93103448275862	-2.329	0.617
29.48275862068965	-220.34482758620692	60.51724137931035	-2.307	0.342
31.89655172413793	-220.34482758620692	58.10344827586207	-2.282	0.071
34.310344827586206	-220.34482758620692	55.689655172413794	-2.255	-0.195
36.724137931034484	-220.34482758620692	53.275862068965516	-2.224	-0.456
39.13793103448276	-220.34482758620692	50.86206896551724	-2.191	-0.711
41.55172413793103	-220.34482758620692	48.44827586206897	-2.156	-0.959
43.96551724137931	-220.34482758620692	46.03448275862069	-2.117	-1.2
46.37931034482759	-220.34482758620692	43.62068965517241	-2.076	-1.434
48.79310344827586	-220.34482758620692	41.20689655172414	-2.033	-1.66
51.206896551724135	-220.34482758620692	38.793103448275865	-1.987	-1.878
53.62068965517241	-220.34482758620692	36.37931034482759	-1.939	-2.088
56.03448275862069	-220.34482758620692	33.96551724137931	-1.889	-2.288
58.44827586206897	-220.34482758620692	31.551724137931032	-1.836	-2.48
60.86206896551724	-220.34482758620692	29.13793103448276	-1.781	-2.661
63.275862068965516	-220.34482758620692	26.724137931034484	-1.725	-2.833
65.6896551724138	-220.34482758620692	24.310344827586206	-1.667	-2.995
68.10344827586206	-220.34482758620692	21.896551724137936	-1.606	-3.146
70.51724137931035	-220.34482758620692	19.48275862068965	-1.545	-3.287
72.93103448275862	-220.34482758620692	17.06896551724138	-1.481	-3.416
75.34482758620689	-220.34482758620692	14.65517241379311	-1.417	-3.534
77.75862068965517	-220.34482758620692	12.241379310344826	-1.351	-3.641
80.17241379310344	-220.34482758620692	9.827586206896555	-1.283	-3.736
82.58620689655172	-220.34482758620692	7.413793103448285	-1.215	-3.819
85.0	-220.34482758620692	5.0	-1.146	-3.891
15.0	-206.3793103448276	75.0	-1.796	1.018
17.413793103448285	-206.3793103448276	72.58620689655172	-1.797	0.74
19.827586206896555	-206.3793103448276	70.17241379310344	-1.795	0.465
22.241379310344826	-206.3793103448276	67.75862068965517	-1.792	0.194
24.65517241379311	-206.3793103448276	65.34482758620689	-1.786	-0.071
27.06896551724138	-206.3793103448276	62.93103448275862	-1.778	-0.331
29.48275862068965	-206.3793103448276	60.51724137931035	-1.769	-0.586
31.89655172413793	-206.3793103448276	58.10344827586207	-1.758	-0.834
34.310344827586206	-206.3793103448276	55.689655172413794	-1.744	-1.075
36.724137931034484	-206.3793103448276	53.275862068965516	-1.729	-1.31
39.13793103448276	-206.3793103448276	50.86206896551724	-1.712	-1.537
41.55172413793103	-206.3793103448276	48.44827586206897	-1.693	-1.756
43.96551724137931	-206.3793103448276	46.03448275862069	-1.672	-1.967
46.37931034482759	-206.3793103448276	43.62068965517241	-1.65	-2.169
48.79310344827586	-206.3793103448276	41.20689655172414	-1.626	-2.362
51.206896551724135	-206.3793103448276	38.793103448275865	-1.6	-2.545
53.62068965517241	-206.3793103448276	36.37931034482759	-1.572	-2.719
56.03448275862069	-206.3793103448276	33.96551724137931	-1.543	-2.883
58.44827586206897	-206.3793103448276	31.551724137931032	-1.513	-3.037
60.86206896551724	-206.3793103448276	29.13793103448276	-1.481	-3.18
63.275862068965516	-206.3793103448276	26.724137931034484	-1.447	-3.312
65.6896551724138	-206.3793103448276	24.310344827586206	-1.412	-3.434
68.10344827586206	-206.3793103448276	21.896551724137936	-1.376	-3.544
70.51724137931035	-206.3793103448276	19.48275862068965	-1.339	-3.642
72.93103448275862	-206.3793103448276	17.06896551724138	-1.3	-3.729
75.34482758620689	-206.3793103448276	14.65517241379311	-1.26	-3.804
77.75862068965517	-206.3793103448276	12.241379310344826	-1.22	-3.867
80.17241379310344	-206.3793103448276	9.827586206896555	-1.178	-3.918
82.58620689655172	-206.3793103448276	7.413793103448285	-1.135	-3.957
85.0	-206.3793103448276	5.0	-1.092	-3.984
15.0	-192.41379310344828	75.0	-1.138	-0.004
17.413793103448285	-192.41379310344828	72.58620689655172	-1.147	-0.271
19.827586206896555	-192.41379310344828	70.17241379310344	-1.154	-0.531
22.241379310344826	-192.41379310344828	67.75862068965517	-1.161	-0.785
24.65517241379311	-192.41379310344828	65.34482758620689	-1.167	-1.033
27.06896551724138	-192.41379310344828	62.93103448275862	-1.172	-1.274
29.48275862068965	-192.41379310344828	60.51724137931035	-1.176	-1.507
31.89655172413793	-192.41379310344828	58.10344827586207	-1.179	-1.733
34.310344827586206	-192.41379310344828	55.689655172413794	-1.181	-1.95
36.724137931034484	-192.41379310344828	53.275862068965516	-1.183	-2.158
39.13793103448276	-192.41379310344828	50.86206896551724	-1.183	-2.358
41.55172413793103	-192.41379310344828	48.44827586206897	-1.183	-2.548
43.96551724137931	-192.41379310344828	46.03448275862069	-1.182	-2.729
46.37931034482759	-192.41379310344828	43.62068965517241	-1.18	-2.899
48.79310344827586	-192.41379310344828	41.20689655172414	-1.177	-3.059
51.206896551724135	-192.41379310344828	38.793103448275865	-1.173	-3.209
53.62068965517241	-192.41379310344828	36.37931034482759	-1.168	-3.347
56.03448275862069	-192.41379310344828	33.96551724137931	-1.163	-3.475
58.44827586206897	-192.41379310344828	31.551724137931032	-1.156	-3.591
60.86206896551724	-192.41379310344828	29.13793103448276	-1.149	-3.696
63.275862068965516	-192.41379310344828	26.724137931034484	-1.141	-3.788
65.6896551724138	-192.41379310344828	24.310344827586206	-1.132	-3.869
68.10344827586206	-192.41379310344828	21.896551724137936	-1.122	-3.938
70.51724137931035	-192.41379310344828	19.48275862068965	-1.111	-3.995
72.93103448275862	-192.41379310344828	17.06896551724138	-1.1	-4.04
75.34482758620689	-192.41379310344828	14.65517241379311	-1.088	-4.072
77.75862068965517	-192.41379310344828	12.241379310344826	-1.075	-4.091
80.17241379310344	-192.41379310344828	9.827586206896555	-1.062	-4.099
82.58620689655172	-192.41379310344828	7.413793103448285	-1.047	-4.094
85.0	-192.41379310344828	5.0	-1.033	-4.076
15.0	-178.44827586206898	75.0	-0.458	-0.96
17.413793103448285	-178.44827586206898	72.58620689655172	-0.475	-1.214
19.827586206896555	-178.44827586206898	70.17241379310344	-0.492	-1.462
22.241379310344826	-178.44827586206898	67.75862068965517	-0.509	-1.701
24.65517241379311	-178.44827586206898	65.34482758620689	-0.527	-1.932
27.06896551724138	-178.44827586206898	62.93103448275862	-0.544	-2.155
29.48275862068965	-178.44827586206898	60.51724137931035	-0.563	-2.368
31.89655172413793	-178.44827586206898	58.10344827586207	-0.581	-2.573
34.310344827586206	-178.44827586206898	55.689655172413794	-0.6	-2.767
36.724137931034484	-178.44827586206898	53.275862068965516	-0.618	-2.951
39.13793103448276	-178.44827586206898	50.86206896551724	-0.637	-3.125
41.55172413793103	-178.44827586206898	48.44827586206897	-0.656	-3.288
43.96551724137931	-178.44827586206898	46.03448275862069	-0.675	-3.441
46.37931034482759	-178.44827586206898	43.62068965517241	-0.694	-3.581
48.79310344827586	-178.44827586206898	41.20689655172414	-0.713	-3.711
51.206896551724135	-178.44827586206898	38.793103448275865	-0.732	-3.828
53.62068965517241	-178.44827586206898	36.37931034482759	-0.75	-3.934
56.03448275862069	-178.44827586206898	33.96551724137931	-0.769	-4.028
58.44827586206897	-178.44827586206898	31.551724137931032	-0.787	-4.109
60.86206896551724	-178.44827586206898	29.13793103448276	-0.806	-4.177
63.275862068965516	-178.44827586206898	26.724137931034484	-0.824	-4.233
